web-scraper-order,web-scraper-start-url,article_ink,article_ink-href,type_chaussure,price ,adresse
"1739080545-544","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-gazelle-2362206","Baskets Adidas Gazelle","25 000 CFA","Chaussures Homme"
"1739080571-545","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2362584","Chaussures homme","Prix sur demande","Chaussures Homme"
"1739080597-546","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2362593","Chaussures homme","Prix sur demande","Chaussures Homme"
"1739080623-547","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2362710","Chaussures Sebago","11 000 CFA","Chaussures Homme"
"1739080649-548","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2362721","Chaussures Sebago","10 000 CFA","Chaussures Homme"
"1739080675-549","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2362880","Chaussures homme","Prix sur demande","Chaussures Homme"
"1739080701-550","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-hommes-2362960","Chaussures hommes","5 000 CFA","Chaussures Homme"
"1739080727-551","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-a-talon-rase-2363038","Chaussures à talon rasé","Prix sur demande","Chaussures Homme"
"1739080753-552","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-a-talon-rase-2363039","Chaussures à talon rasé","Prix sur demande","Chaussures Homme"
"1739080779-553","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-rasees-2363044","Chaussures rasées","Prix sur demande","Chaussures Homme"
"1739080805-554","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-lebron-17-2363222","Baskets Lebron 17","25 000 CFA","Chaussures Homme"
"1739080831-555","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2363934","Chaussures homme","Prix sur demande","Chaussures Homme"
"1739080857-556","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-2363945","Chaussures","Prix sur demande","Chaussures Homme"
"1739080883-557","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/wallabies-2364527","Wallabies","25 000 CFA","Chaussures Homme"
"1739080909-558","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2364532","Chaussures homme","20 000 CFA","Chaussures Homme"
"1739080935-559","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2364543","Chaussures Sébago","15 000 CFA","Chaussures Homme"
"1739080961-560","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2364592","Chaussures homme","25 000 CFA","Chaussures Homme"
"1739080987-561","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-2365044","Baskets Adidas","25 000 CFA","Chaussures Homme"
"1739081013-562","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-2365144","Babouches homme","Prix sur demande","Chaussures Homme"
"1739081039-563","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-gucci-2365291","Sandales Gucci","6 000 CFA","Chaussures Homme"
"1739081065-564","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-2366391","Chaussures","Prix sur demande","Chaussures Homme"
"1739081091-565","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2366401","Chaussures homme","Prix sur demande","Chaussures Homme"
"1739081117-566","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-2366684","Sandales homme","6 000 CFA","Chaussures Homme"
"1739081143-567","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-adidas-2366693","Sandales Adidas","6 000 CFA","Chaussures Homme"
"1739081169-568","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-2366696","Sandales","6 000 CFA","Chaussures Homme"
"1739081195-569","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-2366796","Sandales homme","6 000 CFA","Chaussures Homme"
"1739081221-570","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-nike-2366833","Sandales Nike","5 000 CFA","Chaussures Homme"
"1739081247-571","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-2366841","Sandales homme","6 000 CFA","Chaussures Homme"
"1739081273-572","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-nike-2366845","Sandales Nike","5 000 CFA","Chaussures Homme"
"1739081299-573","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-2366896","Sandales homme","6 000 CFA","Chaussures Homme"
"1739081325-574","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-2366899","Sandales homme","6 000 CFA","Chaussures Homme"
"1739081351-575","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-2366902","Sandales  homme","6 000 CFA","Chaussures Homme"
"1739081377-576","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2367040","Chaussures homme","Prix sur demande","Chaussures Homme"
"1739081403-577","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-270-2367047","Baskets Nike 270","20 000 CFA","Chaussures Homme"
"1739081429-578","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-2367050","Baskets Nike Air","20 000 CFA","Chaussures Homme"
"1739081455-579","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-2367054","Baskets Jordan","25 000 CFA","Chaussures Homme"
"1739081481-580","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussure-adidas-gazelles-2367058","Chaussure Adidas Gazelles","23 000 CFA","Chaussures Homme"
"1739081507-581","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-2367066","Chaussures Nike","22 000 CFA","Chaussures Homme"
"1739081533-582","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-2367078","Sandales homme","5 000 CFA","Chaussures Homme"
"1739081559-583","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-zoom-x-2367144","Baskets Nike Zoom X","20 000 CFA","Chaussures Homme"
"1739081585-584","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-vapor-max-2367152","Chaussures Vapor max","20 000 CFA","Chaussures Homme"
"1739081611-585","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-stan-smith-2367155","Baskets Adidas Stan Smith","15 000 CFA","Chaussures Homme"
"1739081637-586","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/boots-2367166","Boots","25 000 CFA","Chaussures Homme"
"1739081663-587","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-2367170","Baskets Adidas","20 000 CFA","Chaussures Homme"
"1739081689-588","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2367602","Chaussures Homme","10 000 CFA","Chaussures Homme"
"1739081741-589","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2367628","Chaussures Homme","25 000 CFA","Chaussures Homme"
"1739081767-590","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-2367694","Chaussures Nike","25 000 CFA","Chaussures Homme"
"1739081793-591","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2367734","Chaussures homme","25 000 CFA","Chaussures Homme"
"1739081819-592","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2367842","Chaussures homme","30 000 CFA","Chaussures Homme"
"1739081845-593","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2367844","Chaussures homme","30 000 CFA","Chaussures Homme"
"1739081871-594","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2367845","Chaussures homme","30 000 CFA","Chaussures Homme"
"1739081897-595","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2367848","Chaussures homme","30 000 CFA","Chaussures Homme"
"1739081923-596","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2367852","Chaussures homme","30 000 CFA","Chaussures Homme"
"1739081949-597","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2367854","Chaussures homme","30 000 CFA","Chaussures Homme"
"1739081975-598","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2367856","Chaussures homme","30 000 CFA","Chaussures Homme"
"1739082001-599","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2367870","Chaussures homme","25 000 CFA","Chaussures Homme"
"1739082027-600","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2367880","Baskets Nike","25 000 CFA","Chaussures Homme"
"1739082053-601","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2368166","Baskets Nike","20 000 CFA","Chaussures Homme"
"1739082079-602","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-max-2368214","Baskets Nike Air max","20 000 CFA","Chaussures Homme"
"1739082105-603","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2368553","Chaussures homme","15 000 CFA","Chaussures Homme"
"1739082131-604","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2368608","Chaussures homme","5 000 CFA","Chaussures Homme"
"1739082157-605","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2368617","Chaussures homme","5 000 CFA","Chaussures Homme"
"1739082182-606","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2368622","Chaussures homme","5 000 CFA","Chaussures Homme"
"1739082208-607","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2368645","Chaussures homme","Prix sur demande","Chaussures Homme"
"1739082254-608","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2369465","Chaussures homme","25 000 CFA","Chaussures Homme"
"1739082280-609","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2369492","Chaussures homme","10 000 CFA","Chaussures Homme"
"1739082300-610","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-2369536","Baskets","15 000 CFA","Chaussures Homme"
"1739082327-611","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-af-1-2369693","Baskets Nike AF 1","15 000 CFA","Chaussures Homme"
"1739082375-612","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-2369973","Baskets homme","20 000 CFA","Chaussures Homme"
"1739082466-613","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-270-2370174","Baskets Nike 270","20 000 CFA","Chaussures Homme"
"1739082492-614","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2370179","Baskets Nike","22 000 CFA","Chaussures Homme"
"1739082518-615","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussure-nike-shox-2370182","Chaussure Nike Shox","23 000 CFA","Chaussures Homme"
"1739082544-616","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2370193","Baskets Nike","25 000 CFA","Chaussures Homme"
"1739082570-617","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-en-jean-2370457","Sandales en jean","6 000 CFA","Chaussures Homme"
"1739082621-618","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2370759","Chaussures homme","Prix sur demande","Chaussures Homme"
"1739082648-619","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-homme-2371102","Baskets homme","Prix sur demande","Chaussures Homme"
"1739082674-620","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-2371636","Chaussures","15 000 CFA","Chaussures Homme"
"1739082700-621","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2372014","Chaussures homme","7 000 CFA","Chaussures Homme"
"1739082726-622","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2372060","Chaussures homme","15 000 CFA","Chaussures Homme"
"1739082752-623","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussure-rasee-2372068","Chaussure rasée","15 000 CFA","Chaussures Homme"
"1739082778-624","https://sn.coinafrique.com/categorie/chaussures-homme?page=112","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/babouches-homme-2372194","Babouches homme","Prix sur demande","Chaussures Homme"
